,Twitter Account,Tweet Date,Tweet,Compound,Positive,Neutral,Negative,Tweets Ago
68,@BBCNews,Mon Jun 18 17:02:43 +0000 2018,Queen's Club: Andy Murray says his injury return against Nick Kyrgios 'is not about winning' https://t.co/vtAhw9BD8S,-0.6784,0.0,0.715,0.285,69
69,@BBCNews,Mon Jun 18 17:00:26 +0000 2018,Queen's Club 2018: Britain's Cameron Norrie loses to Stan Wawrinka https://t.co/X7eZthbRze,-0.3182,0.0,0.813,0.187,70
70,@BBCNews,Mon Jun 18 16:53:28 +0000 2018,London sixth-former plays Pogba's double https://t.co/XbVruGugpa,0.25,0.286,0.714,0.0,71
71,@BBCNews,Mon Jun 18 16:27:34 +0000 2018,World Cup 2018: Dries Mertens volley gives Belgium lead against Panama https://t.co/rseEcEfIgc,0.0,0.0,1.0,0.0,72
72,@BBCNews,Mon Jun 18 16:27:34 +0000 2018,Five things to know about US child migrant separations https://t.co/jLJ67vW3gE,0.0,0.0,1.0,0.0,73
73,@BBCNews,Mon Jun 18 16:24:42 +0000 2018,RT @BBCNewsGraphics: How real terms #NHS spending is forecast to rise https://t.co/JWijVoywtM https://t.co/a6kWJkEJY2,0.0,0.0,1.0,0.0,74
74,@BBCNews,Mon Jun 18 16:03:28 +0000 2018,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 England kicky-kicky-kick-kick off their #WorldCup campaign tonight 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

⚽ Watch #ENGTUN on @BBCOne - l… https://t.co/vmnr7ggmpc",0.0,0.0,1.0,0.0,75
75,@BBCNews,Mon Jun 18 16:01:44 +0000 2018,Trump wades into German migration row https://t.co/ncSYUwlgC0,0.0,0.0,1.0,0.0,76
76,@BBCNews,Mon Jun 18 15:38:28 +0000 2018,RT @bbcrb: Thank goodness a psychic alpaca has predicted tonight's result. We just couldn't bear the intrigue any longer... 😂️⚽️🏴󠁧󠁢󠁥󠁮󠁧󠁿 htt…,0.6705,0.234,0.766,0.0,77
77,@BBCNews,Mon Jun 18 15:35:05 +0000 2018,"Government to introduce legislation to ban upskirting on Thursday to ensure ""this activity is criminal and not tole… https://t.co/ybvR1EI6CH",-0.6597,0.102,0.625,0.273,78
