Index,City ID,City Name,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
401,1519395,serebryansk,kz,49.68,83.3,302.15,30,40,2.0
402,2477537,tazmalt,dz,36.39,4.4,294.15,64,0,5.1
403,1502422,kosh-agach,ru,49.99,88.66,289.025,38,8,2.07
404,3662927,pauini,br,-7.71,-67.0,294.625,94,8,1.17
405,2746860,stadskanaal,nl,52.99,6.96,290.74,93,40,3.6
406,1810821,fuzhou,cn,26.08,119.3,303.15,58,20,6.0
407,1526041,atasu,kz,48.68,71.64,289.375,100,92,5.47
408,5223593,newport,us,41.49,-71.31,289.48,93,90,2.82
409,6138501,saint-augustin,ca,45.63,-73.98,288.76,71,75,2.1
410,3577430,road town,vg,18.42,-64.62,299.15,74,1,2.6
411,3145614,storforshei,no,66.4,14.52,275.725,98,92,0.92
412,95788,hit,iq,33.64,42.83,310.625,19,0,4.42
413,5380437,pacific grove,us,36.62,-121.92,286.92,93,90,3.6
414,1735450,lumut,my,4.23,100.63,305.53,63,75,1.5
415,3664716,canutama,br,-6.53,-64.38,296.725,94,44,0.97
416,893485,chiredzi,zw,-21.05,31.67,286.275,84,0,1.27
417,2322794,suleja,ng,9.18,7.18,296.125,90,0,3.27
418,2172153,casino,au,-28.86,153.05,291.925,81,20,1.12
419,3150742,jorpeland,no,59.02,6.04,287.61,87,0,1.17
420,5859699,college,us,64.86,-147.8,290.18,48,75,2.1
421,1642726,jatibarang,id,-6.47,108.3,304.575,60,20,1.97
422,1242110,kalmunai,lk,7.42,81.82,304.125,69,88,6.47
423,4011743,reforma,mx,24.02,-104.65,295.025,30,64,3.57
424,1835848,seoul,kr,37.57,126.98,302.16,54,40,5.7
425,1509847,bograd,ru,54.22,90.86,298.15,36,0,3.0
426,544084,koslan,ru,63.46,48.9,283.775,65,68,3.42
427,1495626,pangody,ru,65.85,74.49,275.425,96,92,7.17
428,4983811,adrian,us,41.9,-84.04,292.6,77,1,1.5
429,2014078,urusha,ru,54.05,122.9,289.875,61,64,1.97
430,1349090,harindanga,in,22.04,88.32,308.15,63,40,2.1
431,2181625,te anau,nz,-45.41,167.72,281.125,94,80,5.22
432,1642858,jambi,id,-1.6,103.62,302.875,91,12,1.87
433,1067565,beloha,mg,-25.17,45.06,292.975,90,8,1.42
434,6071421,meadow lake,ca,54.13,-108.44,294.825,49,0,5.07
435,3547930,mantua,cu,22.29,-84.28,300.175,80,92,1.72
436,1054463,tsiroanomandidy,mg,-18.77,46.05,288.475,71,0,2.02
437,318675,ceyhan,tr,37.03,35.82,301.15,69,20,1.22
438,3580279,gouyave,gd,12.16,-61.73,299.15,83,20,2.6
439,70979,sayyan,ye,15.17,44.32,299.425,30,0,1.37
440,1805270,jishou,cn,28.26,109.7,298.925,84,92,1.87
441,359792,aswan,eg,24.09,32.9,305.15,19,0,2.1
442,3867427,mayor pablo lagerenza,py,-19.93,-60.77,285.375,91,36,2.52
443,2186111,ngunguru,nz,-35.62,174.5,288.625,98,20,5.52
444,316634,dinar,tr,38.07,30.16,296.09,47,0,1.0
445,542420,krasnodar,ru,45.04,38.98,294.15,46,20,2.0
446,2156643,mount gambier,au,-37.83,140.78,286.825,87,48,1.12
447,2098329,daru,pg,-9.07,143.21,300.025,87,20,7.07
448,5513343,sunrise manor,us,36.21,-115.07,303.34,7,1,4.1
449,4267710,sitka,us,37.17,-99.65,300.425,40,64,6.92
450,217570,buta,cd,2.79,24.73,298.525,79,36,1.67
451,3841956,parana,ar,-31.73,-60.52,283.025,90,56,5.37
452,2126710,beringovskiy,ru,63.05,179.32,275.625,97,24,2.87
453,1486910,komsomolskiy,ru,67.55,63.78,274.775,100,12,1.67
454,895269,beitbridge,zw,-22.22,30.0,284.525,89,0,1.22
455,4202810,jesup,us,31.61,-81.89,295.48,88,40,1.07
456,3372783,ponta delgada,pt,37.73,-25.67,289.15,77,20,2.6
457,1513087,nurota,uz,40.56,65.69,303.15,20,0,5.1
458,2966044,boyle,ie,53.97,-8.3,284.15,93,90,3.1
459,1503153,klyuchi,ru,52.25,79.17,296.325,52,44,4.82
460,3456137,nova olimpia,br,-14.8,-57.29,287.525,90,8,1.17
461,2729907,longyearbyen,sj,78.22,15.64,274.15,69,75,4.1
462,218229,bongandanga,cd,1.51,21.07,298.025,85,20,1.72
463,877747,mtwara,tz,-10.28,40.18,295.15,78,75,9.3
464,3347762,lubango,ao,-14.92,13.49,280.575,70,0,1.62
465,1167342,rajo khanani,pk,24.98,68.85,310.725,47,0,6.27
466,1503796,khandagayty,ru,50.73,92.05,294.575,32,0,1.37
467,1496511,novyy urengoy,ru,66.08,76.63,276.725,100,92,6.72
468,584051,svetlogorsk,ru,53.14,59.15,288.15,38,90,8.0
469,2108502,honiara,sb,-9.43,159.96,301.15,83,75,3.6
470,5288636,casa grande,us,32.88,-111.76,304.27,9,1,2.6
471,3137469,sorland,no,67.67,12.69,281.15,93,75,6.2
472,1258338,ratnagiri,in,16.98,73.3,297.725,100,92,3.82
473,2147714,sydney,au,-33.85,151.22,288.06,82,75,2.6
474,5851349,nanakuli,us,21.39,-158.15,299.17,78,75,2.1
475,2136697,lakatoro,vu,-16.11,167.42,296.575,98,0,3.67
476,2409914,bonthe,sl,7.53,-12.5,298.975,93,92,1.52
477,4920577,galveston,us,40.58,-86.19,293.66,100,75,3.6
478,5367788,lompoc,us,34.64,-120.46,285.14,87,90,4.6
479,4944903,nantucket,us,41.28,-70.1,289.18,93,75,5.07
480,490040,sovetskiy,ru,56.76,48.47,281.575,93,36,8.17
481,5969025,haines junction,ca,60.75,-137.51,279.175,54,8,0.87
482,3860443,comodoro rivadavia,ar,-45.87,-67.48,280.025,100,0,10.72
483,933677,kasane,bw,-17.8,25.16,280.175,59,0,1.62
484,3448903,sao joao da barra,br,-21.64,-41.05,295.925,100,80,6.82
485,2610343,vestmanna,fo,62.16,-7.17,281.15,81,88,1.5
486,157429,kilindoni,tz,-7.91,39.67,299.275,94,0,6.82
487,3379507,bartica,gy,6.41,-58.62,297.15,94,75,2.1
488,5598538,lewiston,us,46.42,-117.02,291.49,56,75,8.2
489,3355595,mariental,na,-24.63,17.97,274.625,66,0,1.57
490,2180737,turangi,nz,-39.0,175.93,276.375,100,0,1.37
491,6320062,vila velha,br,-3.71,-38.6,298.15,94,40,2.6
492,2019135,nizhniy kuranakh,ru,58.84,125.49,294.475,41,0,1.57
493,1528998,yumen,cn,40.29,97.04,299.225,20,80,1.47
494,2134814,sola,vu,-13.88,167.55,299.275,99,76,3.27
495,3662342,sao gabriel da cachoeira,br,-0.13,-67.09,295.975,98,88,0.97
496,3421765,nanortalik,gl,60.14,-45.24,274.375,100,88,8.17
497,2519582,ceuta,es,35.89,-5.31,290.46,63,75,4.1
498,1257431,kandi,in,17.59,78.11,304.15,66,75,5.1
499,215771,isiro,cd,2.77,27.62,295.875,85,64,1.32
500,2236967,soyo,ao,-6.13,12.37,293.575,96,0,0.87
501,5742974,north bend,us,43.41,-124.22,285.15,93,75,2.1
502,104515,mecca,sa,21.43,39.83,305.15,75,0,1.5
503,1641342,karangampel,id,-6.46,108.44,302.825,98,8,3.42
504,1308522,monywa,mm,22.12,95.13,301.175,89,88,3.52
505,486186,suoyarvi,ru,62.08,32.35,284.475,54,12,1.62
506,1140026,herat,af,34.35,62.22,305.15,33,0,11.8
507,57000,hobyo,so,5.35,48.53,300.075,76,24,7.32
508,1855540,naze,jp,28.37,129.48,303.15,79,75,4.1
509,3412093,vestmannaeyjar,is,63.44,-20.27,282.025,100,88,5.77
510,935221,saint-paul,re,-21.01,55.27,298.62,69,40,2.1
511,1502697,kondinskoye,ru,59.65,67.41,289.275,50,12,3.32
512,583811,akhtanizovskaya,ru,45.32,37.1,296.15,49,0,4.0
513,1489822,teguldet,ru,57.31,88.17,298.525,41,36,2.27
514,3441684,mercedes,uy,-33.25,-58.03,279.875,90,8,4.62
515,3533269,agua dulce,mx,18.14,-94.15,301.15,83,40,5.1
516,545938,komarikhinskiy,ru,58.1,57.12,285.15,87,75,7.0
517,2027004,bayanday,ru,53.07,105.52,293.625,76,0,1.67
518,2035754,mingyue,cn,43.11,128.91,292.375,74,20,1.57
519,3995647,moctezuma,mx,29.81,-109.68,299.475,47,88,0.72
520,2160735,lakes entrance,au,-37.88,147.99,287.025,86,0,3.12
521,2183406,riwaka,nz,-41.08,173.0,282.525,100,12,3.57
522,1524606,derzhavinsk,kz,51.1,66.31,292.625,47,0,2.22
523,2020838,lensk,ru,60.71,114.91,295.475,36,0,3.77
524,709248,fastiv,ua,50.08,29.92,295.15,56,0,2.0
525,4835461,groton,us,41.35,-72.08,289.4,87,1,1.62
526,2022083,alekseyevsk,ru,57.84,108.35,295.125,55,8,2.87
527,3141667,roald,no,62.58,6.12,284.85,93,20,5.1
528,5882953,aklavik,ca,68.22,-135.01,274.15,74,40,5.1
529,1494523,polovinnoye,ru,54.79,65.99,292.675,42,0,6.42
530,1179758,diplo,pk,24.47,69.59,308.525,54,0,6.12
531,2294915,takoradi,gh,4.89,-1.75,298.625,100,68,4.12
532,1715015,dicabisagan,ph,17.08,122.42,304.025,86,92,2.52
533,1784841,zhaotong,cn,27.34,103.71,287.275,97,92,1.47
534,4004616,huejuquilla el alto,mx,22.63,-103.9,293.925,44,92,0.77
535,578283,spornoye,ru,50.84,37.29,293.15,52,0,3.0
536,3933986,orcopampa,pe,-15.27,-72.34,268.725,92,80,1.02
537,2017632,priiskovyy,ru,51.93,116.63,292.775,77,12,3.12
538,3092472,malbork,pl,54.04,19.03,293.15,64,0,2.1
539,1576633,lang son,vn,21.83,106.73,301.925,87,44,0.87
540,863061,usinsk,ru,66.0,57.56,283.575,85,12,3.22
541,3693584,pimentel,pe,-6.84,-79.94,292.15,82,90,2.1
542,1275921,bhinga,in,27.7,81.93,305.225,90,0,3.12
543,2176639,batemans bay,au,-35.71,150.18,287.525,91,12,1.17
544,1180729,dalbandin,pk,28.9,64.41,309.725,11,0,3.82
545,1581130,ha noi,vn,21.02,105.84,303.15,62,75,8.7
546,3939761,hualmay,pe,-11.1,-77.61,285.875,92,12,0.37
547,3489239,ocho rios,jm,18.41,-77.1,301.15,78,20,1.0
548,3173093,montale,it,43.94,11.02,294.54,88,75,2.1
549,1509902,bogandinskiy,ru,56.89,65.89,290.15,36,0,6.0
550,1861280,itoman,jp,26.12,127.67,303.83,79,75,8.7
551,5905616,bonnyville,ca,54.27,-110.74,289.15,82,75,6.7
